,pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7,pc_8,pc_9,pc_10,pc_11,pc_12,pc_13,pc_14,pc_15,pc_16,pc_17,pc_18,pc_19,pc_20,pc_21,pc_22,pc_23,pc_24,pc_25
9502,-5.463005,-0.8639842,-0.4990953,-0.6519333,-0.889461,6.7356157,-0.014540054,7.59916,4.407857,-1.6912568,3.2682402,-0.011773965,-1.3451438,0.99268776,2.113434,0.32423255,-0.8549168,1.5180207,-0.97941005,4.247186,-1.089193,0.35820627,4.369252,-6.1786213,-2.211703
8798,-6.4986677,-1.7280823,-4.74035,-2.8324661,-4.4238524,6.6434927,4.5959086,5.089184,9.085656,-1.2223346,1.7492497,-1.3231814,0.49214518,0.93464214,-5.1965284,0.6455578,-3.5850744,-0.96782196,1.6134362,3.0690885,2.0974753,-0.5455255,1.413034,-1.0653177,-4.4635344
9212,-5.7084007,-3.7872357,2.4268212,0.89408106,5.9472113,9.93117,10.662652,0.13180119,-3.9712868,6.4390225,2.2754915,5.427905,-0.9212291,0.7189724,0.570707,-2.653852,-2.715603,1.2319752,2.3348656,-3.8557003,3.3447678,4.5911245,0.1399812,-1.840556,-3.0249135
9356,13.549446,3.1914015,-0.754388,-2.1107056,0.61958206,1.2284081,1.0372578,0.8427226,4.3085165,5.073721,2.1831894,1.3113594,0.14959294,-3.3148856,-0.043639135,1.4785813,1.5611703,3.4015992,3.0730166,1.2320656,-0.0125187915,3.07829,1.2715341,0.36084265,-0.38926828
9013,-5.343872,-5.8684793,-7.3176117,-2.535427,2.9411597,-3.600315,-7.946832,0.95129836,2.8259122,7.6957808,2.7661152,2.212527,4.192043,-2.2461145,3.512534,0.9730994,-6.223805,0.7069617,1.6502092,0.27058557,1.4582498,2.9847076,1.1150237,0.17145643,0.2541201
9451,-4.920633,6.6734457,1.4570613,-0.9758372,1.6922069,2.5391338,4.9668136,0.44215566,-0.03747154,-2.3283036,2.3953166,-4.7667317,-1.7694453,-3.008687,-1.6889734,5.4965672,7.1747227,1.9372737,3.959287,-0.52045256,-4.473288,-4.645774,-4.2369204,2.8643577,1.8234578
9049,-3.7095988,-5.442361,11.886432,-7.2528567,1.5440595,-4.5859556,3.6290057,0.8453054,6.824853,-5.1690516,0.40600032,-3.6695635,-5.643628,-0.3129794,-0.74833995,0.10983197,-0.7047846,0.9372817,1.5971315,0.24176373,1.8485476,-2.6637065,0.9886241,-5.83539,-2.9287481
9514,-4.357199,-6.6329923,1.9159505,-2.5192623,9.746357,5.115023,1.8135778,1.8248605,5.140396,0.24954118,0.6286898,-1.5331748,-4.3503327,-4.632922,-2.4513414,0.35289648,-1.8986796,0.78049845,-5.0098386,0.21036035,-1.5625851,1.354084,-2.8347383,-1.1627314,-0.10833018
9315,-1.8611459,-7.011016,2.8103244,-2.1637673,0.9303999,-5.8626065,7.4724827,2.75178,4.95011,3.347659,-3.7189798,-1.9556978,1.530456,-1.5342722,-1.8986276,0.09630437,-2.8558214,-3.4395213,0.0655593,0.29277632,2.375698,0.72693807,1.2604855,-1.6080562,1.0402578
9186,-6.712375,0.7209183,-4.3212576,-3.4038625,-2.7217925,-3.8826978,-0.9208772,-0.09328462,4.1985016,-2.6514928,2.8687284,-1.9531603,-4.5663056,2.6043103,2.1390266,-1.7659105,1.1506093,-2.6213632,-0.22696781,4.5125394,5.597259,-1.1602099,0.12760767,1.276934,-2.2408366
8927,-6.0788574,-4.959313,-0.43602076,-1.1628634,9.057264,-1.6651558,-5.7097507,2.1018322,-0.5061445,-3.1376655,2.6712215,4.7586007,-0.4508858,1.3595979,-5.278714,2.9445648,-2.8062222,2.4153874,-0.6746647,0.35277444,1.781168,-0.5214387,1.6742553,2.2593105,1.3493483
8887,-5.0435443,-2.021452,2.1702304,-2.7193537,3.239333,8.402464,-3.219572,11.260827,3.050095,-2.551472,3.0142512,-2.6550546,1.6073624,-1.174621,-1.8590124,3.1771283,-4.4235244,0.8399621,0.056404326,0.13459705,0.38125512,-4.7131777,3.4662702,4.509406,-1.6681733
9165,-3.1357412,-6.100814,3.395897,1.5668385,2.9949346,7.3240995,1.869832,0.9432202,5.10361,1.7396945,-0.74466026,-1.8197349,-2.7174842,-9.53148,-4.162672,0.48021317,3.868989,-1.0693635,-0.14482237,-2.7977707,-4.513455,4.335629,-1.2496572,1.6061395,-2.5713184
9175,-10.498423,19.297647,2.3603132,3.2600515,3.2341542,-0.6573903,3.251683,0.2810051,0.51950467,2.209545,-3.9861777,-4.7964306,0.5887509,-1.2054183,-1.9929876,-1.8417395,-1.9732993,0.5949611,1.3231844,-3.1038396,-1.4232917,-0.32577232,1.726088,0.5555044,-0.4866554
9445,-5.8149242,-0.8650566,-5.002716,-1.3295403,-1.4162606,-1.1270996,6.6584115,-1.3996923,-2.5433116,-1.7349426,6.6951356,-6.8595867,0.6657765,-3.9936469,-2.369798,-0.36604938,1.0142301,-0.3472299,-0.11142509,-4.032931,-5.646314,1.9114689,-1.2876178,1.4607123,1.5653852
8804,-10.7098875,2.8729384,-8.796223,0.822842,-5.0064144,-4.6519184,1.162189,0.33158997,-3.0035899,-3.0397997,3.1704686,8.162848,-6.0634837,1.3756808,-1.3755617,1.6870267,-5.0806723,5.048676,-6.2672286,0.67683226,-7.0200005,0.45572475,0.88156873,-0.14993517,-1.0689853
8914,-3.4685903,-5.2774878,5.081477,-2.4758322,3.16136,1.6390772,-1.8150127,6.7706656,1.586469,-5.3168287,1.3181009,-1.424224,4.05939,6.2853613,-1.5472327,-2.5663786,-4.9077888,2.2232356,-0.25014225,-2.893863,2.671132,0.78321683,0.65952396,0.5903903,0.4725953
8977,14.3005905,0.74123544,-1.5280415,-1.5182409,4.4421244,1.6170017,0.4996063,-0.27786332,5.3666854,7.114396,3.6269767,1.5039239,0.82939166,-1.2047502,1.3029927,2.5733135,0.7143892,1.5772558,-0.49032104,-0.09266727,1.9412098,-1.0562127,-1.1969268,1.1741664,-1.4193076
9329,-4.773629,-4.02025,-0.9034604,-4.0491605,3.531819,4.2207603,-1.5709815,2.4139168,3.2363129,-2.1385763,3.441269,-0.08816977,-3.7646308,0.12787485,-4.6211886,-1.5245172,1.0666444,-0.96323985,2.474962,-0.4948303,-3.69309,-0.97179234,-1.2448177,0.83233476,-4.5226636
8953,-1.8910671,-5.4476085,10.583424,-1.6111574,4.1366677,-4.0387826,1.6154318,6.1513515,3.3375711,-5.7545843,1.3916405,-0.64900535,-2.0886116,1.4722391,-1.6859124,-2.0619915,-1.4920323,3.2897604,1.2268949,-0.15802927,3.8166308,-0.2614908,-4.6525598,-4.517661,0.94822353
9257,-3.4779274,-5.5517144,4.058519,-3.794051,9.7630415,0.40273985,1.0098805,0.35308468,4.6933312,0.121499635,5.158341,-1.1119109,-1.979952,0.3002519,2.5231476,0.31927094,-1.6213284,-0.1763384,0.21789627,-3.2369328,-4.531462,-0.28128994,1.4750721,-3.22642,-2.0520082
9382,-8.253859,1.4039143,2.148988,-1.7703635,8.326183,4.298731,-3.1986654,-0.73287123,-1.2996867,-3.9068565,7.9142838,4.72731,-0.7949605,-3.037765,-2.8825505,-5.379145,-0.9885183,-4.28807,3.6694071,-6.0623083,-5.6532516,0.07473336,-8.095962,-0.2041366,-1.9444039
9632,-2.736147,-0.9827483,4.71665,-1.3688582,-1.3215635,-6.418932,4.291608,3.9966702,2.853512,-2.228269,2.5264847,-0.18562166,6.957318,0.7440594,-2.8470407,3.7365222,0.14256279,-1.5157428,0.98992515,-0.5095016,-0.5759161,1.2037731,-1.8287295,-3.0102196,-2.3935533
8940,-3.3933043,-7.296764,1.8425053,-3.58282,10.144201,0.9992239,1.8234854,-2.194461,8.322073,-1.0592482,1.311032,-1.2905743,1.965686,-0.60128057,-0.7164011,1.1534835,-1.5761362,-1.5673947,2.8923397,-2.6947284,-3.7519486,0.6470122,1.7187811,0.9487651,-1.6612077
1069,-8.808229,8.749151,-0.16942337,0.41059962,1.9461468,-0.2706908,4.998331,4.015651,0.7440034,-3.976639,1.7265162,-2.6532657,-1.8630402,1.0599569,-3.6115718,4.379683,3.4467556,-0.8922701,7.630195,1.5490267,-2.8468928,-3.5385113,-3.5438833,2.7016027,2.494132
1039,-4.1878614,-2.327294,3.1532311,-2.5814493,-0.0121785095,14.043317,-1.9198053,-2.705426,-0.5998271,-1.2850122,2.5028884,8.006518,-2.4892647,2.6064663,0.8462313,-3.0161395,-0.5924421,3.9643385,-3.8532152,-3.2192972,-5.9662347,-2.2310529,-0.42308727,-4.955056,-0.6993774
1021,-2.9876673,-1.4013019,1.0217211,-0.21680589,0.03926026,6.1678567,3.847362,0.70682764,6.457303,-3.2034466,2.0472014,-6.0126176,-0.8586128,0.6351737,1.5558615,1.5554504,0.5999282,1.0025566,1.9063267,-1.0130554,0.4286163,-0.7403084,-2.7000065,-0.6484871,-0.037445698
1030,-3.3658671,0.14608993,13.364918,-3.5073338,-2.5465605,-5.684544,1.9008976,9.690936,-3.076557,-2.9219913,0.3273115,-0.31065083,3.8866253,-1.2706234,-0.8586793,1.772518,1.4660854,0.36457443,3.6558006,-2.899456,-1.2857572,1.3790683,-1.9247863,-0.6637399,1.4294412
1002,-6.6801662,5.0511394,1.7140285,2.4107077,4.7690353,2.3505347,6.9495487,7.954656,-4.10861,-5.489866,-2.124367,-0.77476585,-2.5679388,0.9721186,-1.0332639,-2.959628,5.332256,-2.1884637,4.979824,-5.9285216,-3.2901843,2.5033991,-1.0237122,-0.4063297,-0.93582267
1094,-10.355578,19.78176,1.902817,0.8118234,4.712608,0.24155991,7.0224714,-0.45131254,3.2503257,-2.1442082,-2.9803195,-1.9113171,1.9075267,-4.3784466,-2.8140779,-3.223459,1.6182063,0.014468525,-0.67233866,-2.9968991,-3.012696,-5.2859926,1.5457317,0.9612963,-0.038985793
1058,-0.9899336,-2.027832,-1.3543198,12.107354,-2.6283362,3.4337974,-0.07309625,0.9500327,0.76671314,2.560674,1.2245523,2.4680474,-2.1041183,0.280182,-0.71598566,0.8621331,-0.032142255,1.6107545,2.5240486,1.2880249,3.593878,0.8889741,-1.078424,-3.9750276,-1.9810464
22593,-14.651999,17.751682,1.8383156,0.9679704,2.101557,-0.5130261,-0.56063026,-4.0074186,2.417331,2.8676467,-5.547453,0.36898676,-4.6184344,-1.6731417,-3.5020719,-2.1230888,0.28555545,-3.6239007,0.47180286,-1.3927705,3.614126,1.0169497,1.5897553,1.8263818,-2.003826
21990,-2.7876258,-3.2644558,2.4039423,1.7402488,8.397836,2.5117028,-5.642332,3.9149945,-1.9120402,-7.141934,-0.7036416,1.7857655,1.9198157,2.35292,2.2666082,-2.330823,4.683346,3.8881445,-2.297176,0.523686,-0.28579465,2.6378007,-3.6194377,-1.8936805,1.4233743
22856,-6.223414,-0.26639265,3.1142452,-0.4961058,0.8441013,2.1085243,-0.511881,1.1130375,-0.7096586,9.852117,-5.2729487,-0.4474074,-2.1116433,-2.669609,2.9241095,-0.5470521,-1.3213009,3.9025955,-4.7345357,5.497102,-3.8844821,-1.9028064,-3.9756043,-0.7978127,-2.243869
14549,12.732543,5.574692,-2.74126,-0.20695008,-1.5211233,6.625064,-1.0503217,0.98836225,-2.6855905,-1.4749361,1.8852392,-0.34758028,-1.2074157,0.6382816,-0.079979695,0.99410474,2.0124853,0.3704809,2.4360824,-1.210161,-0.03855669,1.1815324,1.3323284,0.50377315,-0.11422928
17401,-6.315651,-0.645704,-6.3096747,-0.6624721,-4.9375973,3.9474058,0.6097359,2.12016,-3.2482061,1.9336643,0.14329681,3.3851469,-1.6951228,-3.4705582,0.41722047,-0.31651306,1.8667724,-0.19631971,-7.2260504,-0.2078944,-1.7947766,2.4383159,-0.14819351,3.1444519,-2.5678701
14581,12.674379,5.55569,-0.8345708,-1.3296793,-3.9635465,11.98118,-0.47177047,0.6104311,-0.9202968,1.4579505,3.2912803,-1.045116,-1.3946961,0.25117365,1.0680469,2.114664,2.7382958,0.03669451,2.4087524,-0.65902734,-0.74445456,-0.86543494,2.3322928,-1.0073233,3.422156
19075,-12.956121,18.388933,1.574006,-0.05452497,2.0146244,-0.15158975,-0.7060265,-5.581102,4.4924684,-1.3633513,-3.5228224,3.3716202,-3.3926365,-0.7328031,-4.1079683,-0.95105934,-0.8670018,0.23690583,0.17141148,-2.698443,1.2239435,-1.888276,2.0979755,3.034808,-2.256409
13019,12.025424,7.7941313,-2.2138474,0.0022387516,0.5897067,2.9639094,-1.2291262,1.3032708,-2.508559,-0.10110702,3.7676628,0.45609662,-1.695832,1.4482731,0.004633756,-1.1614077,-0.63274884,-1.1153486,-0.045276836,2.17269,-0.17645147,-1.242223,-0.13917457,0.8434513,-0.28266624
13250,13.612789,3.0247128,-5.3905444,0.31090784,3.0059192,0.08296352,-0.3668659,1.3284292,2.0952854,1.8266723,0.52154654,2.7734082,1.701512,5.005825,0.7118769,2.483121,5.1380415,-2.3164728,-2.825308,-7.5823293,1.7378362,-0.6570421,-5.119513,0.21514791,-0.35954776
13191,14.9426565,-1.1529162,-5.451619,-0.78439105,0.26340872,0.53661454,0.6785908,-2.0277476,2.5147014,1.0973494,-1.7289654,-0.38756278,0.5486527,-0.8276781,0.15996699,-0.60640866,-0.11097758,0.6152019,-0.8601264,-1.0030043,-0.8055118,1.6708803,-2.225579,1.4022617,-0.91138047
13127,13.752908,6.2419286,2.3568969,-0.52621967,-1.834953,5.1589346,-0.053663917,-5.695417,-4.6928973,-3.1303177,3.5294104,-4.224751,-2.6794934,0.41338104,2.7085316,1.6000375,3.492957,-0.2792984,1.9677986,1.1760367,0.94097877,-0.68384236,-2.446165,0.591215,-1.4650105
13277,13.052893,1.6137589,-6.83491,0.26856476,4.328213,-1.7743968,-2.4232626,1.1405356,-5.63455,-5.0109243,-0.43775895,0.3574674,-1.0245965,-3.4564,-2.7825425,2.5229976,0.9456748,0.7740248,2.7705295,-3.400435,2.050416,0.7687524,3.2267878,-1.4809366,-0.26407978
13239,11.891952,4.024237,-11.572876,-0.3721556,-3.0337796,-1.6491985,1.6314753,3.295961,0.70093215,3.490924,4.236559,2.341219,0.43737653,1.3896159,-0.5247492,3.179757,1.4164683,-1.6982864,-2.023873,-2.654895,-0.78574455,1.0390267,-1.3810542,-0.521881,-0.03857631
13032,-5.147642,1.6251713,3.3266134,4.8847666,2.2263703,-0.3001668,5.035558,-2.1413283,1.6683716,1.1788974,2.7698393,0.09944675,-4.0336275,0.53925914,-1.0966295,2.717497,3.7229948,-0.62732923,7.6894197,2.21304,-3.6439738,-0.10529274,1.3407834,-1.5947716,-2.3294556
21157,-3.9273026,-5.4180083,-4.464038,3.7307384,-1.5693173,5.801113,-2.3078725,3.5966856,-2.448149,-5.251285,-2.6128173,-0.4629095,4.7000237,-5.3070316,-3.196225,-1.4889685,3.6788888,0.19601211,-3.2245643,1.6992117,3.8431633,2.8440983,-1.0953792,-3.611244,3.825105
17647,-3.893767,-5.478307,-2.5328324,-3.3279424,3.53484,-1.8860852,4.8865476,4.16488,7.5519605,3.88966,-7.31372,-5.5045714,-2.3965564,-1.4927303,2.9393704,4.779582,4.214595,1.2022545,-2.5506194,1.171398,-0.9502573,4.1368527,-1.6726962,-1.4818801,-3.1509352
22498,-7.6209064,3.1471167,3.7302947,2.5496597,5.4944596,-3.5686421,-0.43207464,2.757829,-6.783443,0.04981122,1.6727626,7.610748,-8.053846,0.015034738,-3.462067,7.4598913,-3.9224484,0.8020772,-2.9753876,2.8987942,-1.9994985,-1.9562321,4.930638,-0.8134558,-1.9222199
22770,-11.734917,18.46784,2.2621143,3.7396152,1.2084745,-0.83554685,-4.4596176,-2.9754875,6.5574884,-5.6416564,0.2856908,4.0749884,4.563695,-3.4230828,7.9615426,-2.4434905,-3.8198595,0.89464885,1.554916,-3.7041316,-0.2015216,-1.0485446,0.2810461,-5.530568,-3.3505893
21507,-4.914254,-3.4592924,-3.606477,-3.4754095,-1.4307923,-0.4942574,6.654283,4.6612487,7.914978,2.9636667,-2.6033797,-2.3600845,-4.248138,3.4646714,1.0474639,0.43139318,4.606609,-4.738215,-3.956835,-6.1208143,-0.81187606,-2.0936291,-1.4859723,-2.2105854,-0.9801057
17829,-5.1772413,-6.8036838,-2.0084314,-4.557763,4.7362947,2.7502885,-1.994494,-1.7851036,2.3590584,-1.837755,-8.332338,-0.5796497,-6.3792076,-2.5943482,-3.900587,7.517882,-1.835155,-1.627663,-2.0673232,1.6031324,3.576404,2.9248493,0.96601903,-1.0124403,1.3780739
17963,-7.27494,-2.015047,-8.3343525,-0.024014007,-3.8904696,-4.2618494,1.3666824,0.756829,-2.1689937,-1.2018696,-1.1640904,-4.2388177,-4.482353,-2.499367,1.0939453,1.9161929,1.5938624,-2.6784577,-3.4566596,-0.16068575,3.6722975,3.0697737,-3.6051009,3.6359513,-0.40628847
19962,-5.4256167,-4.6426363,-2.1160495,-2.4872334,3.7137866,-0.4596502,4.327371,3.3678703,5.8933897,5.155009,-3.9521854,-0.8134752,-2.1815202,-4.5434904,3.3088489,-2.2871258,3.5758972,-0.35809195,-5.198394,4.7968206,1.060995,-0.2771798,-0.008678334,-0.2392316,-2.1362505
23489,13.980791,-0.10855878,-7.4815636,-0.8875928,2.3256824,-3.5794573,1.2093295,-1.1549623,4.418776,4.2123346,-0.33141112,0.52010673,1.2333832,-2.6689768,-0.0011100275,-0.25818914,-1.6726689,1.0344559,-0.78751636,1.2282137,0.9107091,-0.8218187,0.9612051,-0.76018184,-0.10470298
20412,0.92761225,-4.3002105,-0.90471226,18.46386,2.3233159,-2.237163,-5.222084,3.6675038,1.5663679,0.9217291,-0.0021248318,0.8798085,-3.668006,-1.8827587,-1.3142252,-0.8316898,2.3619955,-0.33542672,3.3712406,0.66791326,-1.4395858,-0.3472037,3.4129326,0.16519517,1.7079222
17991,-0.44048244,-3.8988535,-0.60499746,1.682363,-3.6946318,-7.2913766,3.4706001,6.6866956,1.4269854,-0.9184532,0.11170393,0.5564031,5.8435435,1.446174,-2.1697967,2.9371605,3.3591816,-0.1874183,-2.117334,-6.129884,0.17699082,0.93892413,-3.3313472,0.23330341,4.0879984
22364,-12.010759,19.016306,1.4674294,-0.39103678,2.5815027,-0.17740193,0.30167234,-4.614481,2.2747695,-0.422466,-3.7943258,2.7839973,0.5155923,-2.7503095,-2.401382,-2.3138149,0.7105987,0.14036222,0.070847906,-2.823171,-1.5551379,-3.969865,1.4518116,2.3991525,-1.5955962
19775,-2.7252097,-3.7334173,-7.106044,5.775284,-2.1360176,-1.5686535,3.328613,0.29454154,-3.8647978,-7.70784,-1.6309305,-1.596748,1.3687657,1.4128239,-2.7051456,1.0153314,2.0886855,1.4717408,0.27892762,-1.7154635,1.6430335,4.671009,-2.6509624,-3.1108189,4.100482
23475,-6.0421233,-2.829262,1.1259154,-4.538137,-4.576285,-8.583149,-2.0422664,2.3160424,8.145939,-5.9320498,0.7248825,2.5875132,0.9934758,-5.2573323,3.587473,0.42848587,-2.382308,-3.2360103,3.1126099,1.748265,-2.6653922,-0.03149628,-3.5775452,-3.0898829,-2.1008751
26366,-10.619187,19.38903,1.4238878,0.97058463,2.1755154,-0.09702497,0.9920778,-5.103547,2.68227,-1.6856424,-3.8346403,3.972869,-2.6795976,1.2237153,-3.1174166,-0.07391281,-1.4864256,6.626098,-2.2590451,-2.6910827,-0.10196706,-2.8402555,2.0261734,3.3445694,0.7098217
26158,-7.815115,-1.1672063,-11.0122385,-3.6646464,-5.216009,-3.4361315,-2.9856915,-2.6385856,-3.909885,-1.7130464,-1.8680698,-2.573717,-4.9701414,-6.3268003,-1.4195342,2.1860847,0.22692814,-4.8834596,2.7420604,-3.3631248,-0.66178954,1.4646372,-3.1070843,-0.87917215,0.9913512
25706,-2.6219158,3.682159,1.3180711,2.1284003,-7.9469943,14.194686,-0.4420149,9.875725,0.73119783,-2.2689688,2.1412618,-2.3934565,3.413289,-2.4603672,-0.07778023,1.786822,-1.2197509,0.34371912,-1.842459,0.63406926,-1.8890053,-2.8930264,0.37113762,2.0742407,4.1507907
26349,11.818487,7.3067822,0.7416582,-1.8358363,1.3454211,-1.6180352,-0.7096079,3.9267688,-0.91829145,2.042594,3.7230413,2.1393068,-1.4554082,-0.64706075,0.041600514,0.31894162,1.7388654,2.228167,5.2078505,3.871246,0.41631216,0.9298946,-3.2329018,1.4908062,-2.7450705
25655,-6.6559563,-0.06445208,-7.196373,-3.3554084,-3.9912126,-3.862776,2.162945,-0.9346922,4.7207365,0.6361923,-0.4994361,-0.066878274,-2.7696245,2.292628,0.02463506,7.2670956,6.779413,-5.387192,-7.212592,-6.040983,3.7891326,2.4398463,-5.2629414,0.62106234,1.7864465
26045,-12.099119,18.76065,2.1585283,2.788083,2.2172844,0.064231984,0.18894099,-2.192458,4.6064515,-4.539392,-1.0214336,2.8280146,4.3536186,-6.515996,2.5123093,-3.9990492,2.0448322,-1.2506263,-2.7543342,0.63228965,1.6170441,-0.22784974,0.86410964,-3.8140578,-0.6062632
25820,12.193407,5.3976817,-8.502746,-0.75023615,-3.369184,-6.702307,2.270089,2.2387004,2.2229247,3.9961092,3.5712235,3.1485963,1.5115488,4.7285657,0.43767735,3.6378703,2.4585629,-4.016429,-4.5536633,-4.5585666,-0.16348843,-1.3911217,0.07924152,-1.158568,0.46941113
25885,-4.2190804,-7.2596207,-4.0710597,-3.541674,-1.0195916,-2.5646687,-2.849748,2.4032552,-1.162086,1.0630685,-3.2854712,-4.417519,1.7392203,-3.4026837,-3.0356865,-4.852133,3.9461546,2.9815505,-3.5181198,0.36968908,-0.65167654,-1.4333777,-3.1104243,-2.874156,1.6971205
25742,-3.716252,3.614296,-4.5393095,4.229243,-3.385537,-4.1655207,3.820704,6.1430144,-1.3304378,1.3774139,5.27604,1.8553256,-0.34235138,3.380712,-1.9782474,0.52662945,-4.655854,-0.839492,-4.8212433,3.4148726,2.633745,-0.47818348,-0.83857465,-4.683968,2.3945596
26172,-6.008428,-3.8200617,4.6213512,-7.061291,1.8827014,-5.583748,5.3577685,0.69433266,4.381228,10.799353,-1.4611413,5.146977,-0.80967546,-2.2452116,4.625794,2.8897889,2.1707203,-3.7759426,-3.0122726,-7.978119,0.21934265,-0.63642526,-0.5220471,2.9586637,-1.3307853
25754,-0.30563387,-5.099218,-0.5199773,-0.9345144,-1.1373717,-5.1041846,3.5729604,-0.48955125,-0.02346929,1.9218299,4.3527956,-0.106067255,5.633767,-1.1250806,-2.6543758,-4.458449,0.060172353,1.5966004,-0.13605823,1.9070747,2.2213097,1.2336315,1.1134293,-1.1985501,6.5696297
25685,-2.5238333,-6.2251225,2.102867,-2.0386493,-2.2924833,-6.8082314,-0.4690428,1.121702,-1.352282,-6.080899,-0.9404796,0.30956605,3.2773664,-5.947816,-1.0056103,-0.3966031,0.8514984,-0.07512218,-5.6603446,2.2305107,7.1820064,1.0000188,-0.73995686,2.2365904,3.783714
25792,13.0115385,3.2511299,-7.896385,-0.34954777,0.20612495,-5.336369,1.5313518,-0.9591026,1.3101654,2.2955918,1.6161112,1.4784307,1.6504965,3.441854,0.7412248,4.1477833,2.1764383,-3.992988,-6.2782707,-6.6154647,0.05270313,-0.72597855,-2.8537424,-0.80315876,0.03303342
26068,-8.203563,-0.318169,-9.737871,-2.7258332,-4.2728167,-4.095413,-1.0957931,-0.12232422,-0.022462588,1.049531,-0.91700435,-3.1290414,-6.8831983,3.2353544,-0.96432954,0.9764927,-2.0724473,-0.412742,1.9971899,1.9646149,5.5836053,0.19015038,-1.6805557,-1.1209414,-0.26004687
26214,-6.2367764,-5.6481137,-6.3989096,-2.2345743,-2.2316277,3.5522928,-3.1383522,-5.363869,5.4118667,-2.4732158,1.04869,0.13202184,4.2430696,-7.882793,1.3534484,-0.77161336,-1.0261211,-5.538612,-0.5350822,-0.7250125,1.2795882,4.082809,-0.31539145,0.20348121,-1.6309628
26186,-7.4152074,6.8520637,-7.2323327,3.1844723,-2.8246143,-5.576948,3.0834727,2.7516737,-5.3593874,-2.2421634,4.4238977,0.42481843,5.89444,-0.2487769,-0.5584909,0.032709155,-5.716481,1.2031499,0.94337773,-0.83472586,-4.5522594,3.7236195,-0.66453934,-1.8508177,-0.12796351
26106,-4.4586844,-7.231196,-2.8481617,-3.3926303,2.5906613,0.14965905,-0.8827129,-2.7571812,8.527295,2.5796459,0.06821022,-0.5690052,-1.7274181,-2.6538463,0.77836835,0.12488716,-0.72409624,0.52929974,-3.6610987,0.32387412,2.9148443,3.1949775,-0.43550825,2.3574908,5.5247617
26080,-3.6961749,5.136311,0.934348,3.5672023,-6.50258,5.380517,-0.14835417,4.430298,-1.4991246,-1.8722447,4.082029,0.27348638,6.7356963,-3.0500426,-2.4638152,0.6429336,2.5785363,-3.196573,-4.6009593,6.8226213,2.4480402,-1.4572958,-0.55109674,0.056751654,4.2521315
25997,-0.3781759,-1.96387,-2.3661191,1.3485969,-7.114438,9.958076,1.510329,-0.63545704,0.58858293,-1.8228786,4.887709,-6.8745623,-0.80394423,-0.6907846,1.7323369,-1.1328533,-0.9013498,1.7522079,-3.6162534,-1.9089428,0.0524118,2.1516733,1.4284292,-2.0074995,-1.690312
26332,-7.0928473,-3.133566,3.7312193,-3.7435954,2.3109584,2.161434,8.666358,10.578819,-4.8168,4.5023766,-1.836971,7.761774,-1.8047831,0.97189236,-2.5262034,-6.329292,-2.9303286,-3.4836197,-0.12980992,-2.6551428,-3.0279152,-3.023059,1.7168076,1.944335,0.84124506
26054,14.091391,0.8035364,-4.378992,-2.7664979,-5.704001,-3.5124636,1.9842362,0.1276077,2.9866765,2.961544,1.0431812,0.5556778,0.39512983,-0.80565685,-0.083054245,-2.930364,-1.0280815,0.80102277,0.5687272,-0.33650234,3.2525284,-3.5128202,2.4546676,-1.3675193,0.6551864
12406,-3.12205,0.11408418,-5.293474,1.3655477,-0.5147685,1.2963958,-1.5725204,7.2599974,-1.5458095,-6.5118785,3.1536436,1.5726198,0.5887044,3.9670935,-3.5767033,-3.0151145,1.215003,3.2837152,0.02736293,-2.9322336,-0.46786729,10.759547,0.7202168,0.6904188,-2.037561
11097,-5.57571,6.853412,0.49744138,0.5397351,-2.7201033,-0.13753276,-5.9728236,3.857813,-2.0394216,-0.03698138,3.2292502,-3.449254,-0.43759432,1.1438128,2.7304428,3.9054384,1.0811698,0.5736465,3.5189772,1.246206,0.1418314,5.1771107,-2.0150063,-1.5783398,0.13051043
11887,-3.7626297,-4.0163217,2.5811172,-3.7577949,-3.5829763,-5.4105005,3.7458434,5.603772,3.480434,-4.239054,-1.1806121,-1.375565,1.2433816,-3.0778573,-2.171422,1.0372814,4.96849,-1.3541329,-5.84124,-1.1557459,3.7549274,-1.1518906,-5.8393717,-0.4068778,1.901279
12845,-9.241479,20.023872,2.0320048,2.001722,3.6991575,-0.121043935,4.315233,-1.9599288,2.8460438,-1.596745,-1.4529082,-1.1772133,4.8127737,-1.2099375,-1.4887689,-1.6670371,-4.192745,-0.09559316,3.4570022,-4.066047,-2.1263332,-1.8542771,0.4551821,1.1377031,0.70476687
12682,-9.413399,4.0708776,-3.5506043,-1.6565431,-4.180793,2.2566004,-2.1064363,1.0846943,1.3240596,2.0959015,1.8587899,2.6593375,-1.6997362,2.0016253,1.7512116,5.187276,3.7355342,3.6133008,3.5100508,0.5189786,-0.5391828,-1.1415155,2.6594925,8.833573,4.783657
12010,-4.5271683,-6.050426,1.0772645,-4.4371433,0.27210787,-6.844621,3.0547037,0.9140259,5.2115593,0.09133918,-1.2591702,-1.7057054,1.1180552,-3.1824718,3.9044018,-1.8832823,1.1352116,1.181061,-2.5387034,1.2105006,-1.1695012,-1.977431,2.24644,2.6417947,1.0714358
