,pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7,pc_8,pc_9,pc_10
20491,-7.0118794,-0.47623235,9.61564,-6.2400823,0.26614007,-3.6343615,9.048929,6.8546805,-1.2364086,1.8493947
19579,-6.2052555,-0.65388656,6.0506654,-2.9787717,-0.8324656,7.6335263,5.2990856,7.8420005,-3.8358147,-0.7271164
18597,-1.8001682,3.8074658,11.590585,-3.2661998,-4.962059,-5.5899706,-0.11245611,5.5402775,-7.7848535,1.4230474
18945,-5.8729987,3.0515034,-0.26651433,0.9668373,2.3381069,2.529194,5.109413,4.8709598,-0.5136332,0.64621216
20183,14.196113,2.2958431,3.8462944,-2.2280762,3.117499,-1.4522191,-1.6154892,1.7419478,-0.3239114,-0.70157444
18808,-12.604155,19.1234,1.9570395,1.3913977,2.36095,0.008665671,0.124928795,-2.6444921,3.5166235,-2.4946117
18038,-7.636566,5.1266794,-9.021768,1.7422316,-1.9146483,-5.126314,11.265668,4.6945043,-6.2740436,-1.1411468
19747,13.403559,2.140553,-4.786625,-0.41163856,2.4073665,-1.1341963,-0.60062844,0.64546615,-1.369234,-0.38513565
19779,-12.850148,19.141861,0.8780069,-1.788778,2.9695797,-0.6130296,-0.81375104,-0.40098867,2.9799597,1.7996324
20093,-4.6389546,0.46305144,-0.7515974,-0.4687831,0.10621502,-3.957591,-1.930557,0.68617344,-2.3065422,1.3217342
20252,-7.1783676,-1.9517523,0.06629473,0.45354778,6.130912,-1.1487023,-3.6383379,4.009393,-3.0326371,0.24628282
18466,-8.653635,4.9750886,-9.780371,-0.6713752,-4.8117485,-6.2869596,-1.5879072,2.5270488,-1.6620574,-3.6390266
19253,14.71904,-1.5891438,-2.4636095,-2.7061539,1.3152621,-6.1406393,0.78051776,1.4901028,3.7603104,3.9420738
20036,-8.300432,2.3211944,1.1173171,0.6934926,-0.57243925,2.7874417,-3.6301248,-0.98422825,-4.3853707,-3.0179362
18029,-3.3718865,-6.4480047,10.412751,-4.8234515,-2.9764037,1.0030304,0.6701658,-3.1923513,-2.1507475,7.908974
19162,-4.0461826,-4.562482,-3.6577098,-0.77131146,4.428124,0.14345026,4.4490147,0.08194874,6.4051046,2.4874914
19036,14.739334,1.0066478,2.6755168,-2.1864085,0.8179058,-0.48525825,-1.4211104,1.8372757,-0.8585197,-2.0550547
17735,-3.57937,-3.090508,0.26126465,2.439814,8.416789,-1.8643566,-3.344631,2.6032126,-0.31879458,-4.005609
19763,-2.9198234,1.2433339,9.966135,-3.9432898,-8.114558,-5.678177,-1.9005411,-1.143867,-6.3561544,5.692075
18360,-7.449406,1.2643898,2.0817263,-0.9649241,-5.5954275,7.9517055,-0.94680214,-6.1132584,0.013747909,3.735556
17993,-3.5111678,-1.8938332,3.5960426,2.058196,-3.239497,4.259029,-2.7837598,1.605765,-2.908267,7.132547
19596,-4.353045,-0.83266175,1.1176574,0.98567146,5.6839395,0.7535819,12.1072645,3.2903225,0.4288713,4.485679
18707,-5.895458,-4.1839886,1.6863382,-3.291129,-1.9086592,-5.660498,-2.3954675,-1.3681122,-2.61752,5.652252
18434,-7.8412952,6.308588,1.5882664,-1.4165033,-4.625175,4.600818,-5.4391413,-4.7528553,-1.2199943,0.006478321
18261,-13.378359,18.534689,1.3766884,-0.17976888,4.4118447,0.40777898,7.830042,-0.3417778,-0.05426944,1.0909172
17641,-4.273002,-1.8155998,11.671547,-7.609482,-1.0777329,-3.6989748,0.7777648,-2.8534577,-0.01244327,-4.103826
3960,-5.931239,-3.7394986,-7.978233,-3.3388023,-2.4156888,-3.414799,0.40493459,0.9547197,1.3965133,2.2841125
3967,-6.954898,1.4141077,-8.630352,-0.2111452,-4.412309,-3.0717144,2.838965,-6.4590096,-4.9370985,-5.4236054
2348,-2.0338333,-3.2485964,1.9664255,4.87829,-1.18856,10.452152,-2.0481958,1.8180466,-3.005682,-1.3931043
4080,-12.515463,19.211466,0.7986749,-2.1167986,3.238159,-0.2555453,0.37156692,-3.2511656,6.323511,-0.782308
2693,-6.18456,-4.9593654,-3.7136767,-0.7993219,5.6287622,3.197519,-5.6160946,-1.7742006,1.1724725,-4.5608015
4321,12.619757,3.046191,-4.215776,-0.7512099,2.904146,5.4549637,-2.5276687,4.769173,-3.338192,0.29547942
4401,-10.750563,19.17202,1.4477661,1.4238968,1.434488,-0.31676912,-0.46815607,-5.074258,1.2222259,-1.8352185
3355,0.7385125,-2.244567,12.035885,5.4873548,-3.2776625,-7.4426527,1.9470749,2.67634,-1.4201696,-1.9496589
3894,-3.4682229,-2.0599365,5.5994816,-0.725695,-1.7730964,6.9005947,0.22665194,3.0623102,0.24727516,4.5085864
2462,-9.312446,19.707325,2.0892754,1.2757751,2.9181907,-0.8998644,-0.7215419,2.9914172,5.724341,-4.124208
4343,-5.351567,3.5283678,2.0928593,1.2998716,-4.2386117,7.492737,-0.027748968,-1.7689676,-1.1901934,-0.19149548
3263,13.8681965,-0.34823963,-4.46191,-1.0962968,3.7208965,-4.671737,-0.7662008,-0.38928166,-1.5949893,-0.06883505
3134,-5.989644,-6.292573,-7.9585195,-2.5704112,-2.779212,-1.3720695,-0.2460779,-6.9657755,0.6012963,-1.7945149
3741,14.443677,0.10671024,-1.2117417,-2.5075433,2.1058683,-5.0531006,0.7447173,1.2455721,4.3824167,2.659269
10885,-6.1118,-2.488697,-3.6901014,1.9767426,1.0846913,-0.3263751,1.8077238,-1.7132697,2.9485886,-1.4702759
10983,-6.56382,-0.7412578,-5.370957,2.3646297,-1.73698,1.0872456,-6.1940384,7.4032373,-4.346674,2.5232549
11162,13.946696,1.0614811,-3.4029622,-0.3635246,5.868598,-3.8795073,-1.6128182,-2.0832496,-2.4354274,-2.4343615
11164,-1.3659915,-3.8247204,-0.32775602,2.0634732,0.65309376,2.6345656,-0.49204978,-4.971252,-0.863953,-0.049564064
10905,13.457057,2.6988525,-1.7794336,-0.41752443,4.6752915,1.1715466,-0.6929185,-1.1317047,0.35965785,2.1007352
11109,13.529997,2.8269005,-2.396324,-0.40318695,4.388327,-3.038995,-1.0659783,1.7179796,0.4217754,0.7513294
11000,-5.4320946,-3.2373912,-1.9339943,-2.3912456,4.790071,-3.9552953,-8.044716,0.25806716,-3.141256,-4.333889
2484,-6.3020453,-3.6990469,0.5945415,-6.205305,1.0676149,5.2445188,-4.011176,-2.8817031,5.7111187,4.707333
3629,-5.761233,-0.90875584,4.3146443,-1.1261752,-1.0234686,10.325923,6.6260023,2.9518647,-0.290625,4.59293
2999,-3.4373674,0.25860593,-4.4216123,-0.1232531,-0.6712961,-3.4468722,1.4290441,1.0476832,4.0081863,-1.5033553
3233,-6.181354,3.169069,-9.119517,-0.99766177,-5.772564,-6.135708,1.4567126,0.41416675,-1.6785169,0.17713763
4420,-5.8977737,-1.7809265,-5.6983933,2.5336792,1.018022,-3.6935568,1.2271751,4.7040424,-3.8854237,-1.8852748
3161,-6.412904,-2.5937052,-8.780357,-2.4693959,-3.3266027,-1.6256374,0.19786018,-3.2291658,-7.6876254,0.30195802
3910,-7.70395,-4.638374,-0.73107415,-5.923358,10.489265,2.4657934,-2.6422966,0.8728949,6.401679,-0.12937379
3952,-6.235312,-0.44711488,-6.6403146,2.1174784,-2.3929422,-1.1921426,7.8747067,-3.0866444,-8.712796,3.5632875
4110,-6.6859508,-2.7886033,0.54441804,-3.820406,4.8521023,-1.0098191,-7.3480477,-0.4011219,-1.4034705,3.7440324
3112,-10.6336975,6.2607007,-8.305281,-1.5790533,-3.038562,-4.971688,1.9538805,-1.6314304,-1.362746,-4.067058
2674,2.1294749,-6.9173827,-2.0797167,15.623614,-2.5957308,-2.144442,-1.9590709,-2.3801506,0.2873386,2.1843987
3728,13.992614,1.7083327,-6.104479,0.3161436,0.89748996,-0.6885052,-0.37100273,-1.4548674,-0.16013975,-1.8045281
3924,-12.397177,18.64327,1.4954718,1.0298831,0.77343905,-0.7214883,-6.246629,-4.787565,3.00333,-1.4293861
3013,2.8363712,-7.622449,2.7195368,15.672927,-4.6339583,-6.5921445,-2.301679,1.2205771,3.6619887,1.4804977
3715,-7.814866,-2.0688014,-1.8601949,-4.174767,6.6176705,2.8208904,-0.141378,-4.24744,-1.7166445,2.720296
4168,-10.076778,19.630688,1.4372203,-0.8531708,3.061704,-0.6783723,0.19410816,-0.27944478,6.741582,-4.465884
3569,14.683953,-0.6917584,-2.5061712,-2.985191,-5.4490657,-1.1795281,0.5719018,2.311324,-0.19787188,-1.3746314
3973,-10.403523,18.912167,1.771305,3.0327835,1.6693743,-1.6588707,-1.8170028,-1.427553,-1.1172028,5.36715
2535,-7.9116845,-3.82305,-6.1480865,-0.03924505,3.874067,-0.53888094,-4.6832643,0.14316992,-4.323699,-4.959856
2527,-7.454256,-2.938846,-5.0786633,0.64406073,6.2726736,-1.8725342,6.475329,4.260526,-5.2690454,7.9062715
2386,-3.4286878,-4.853727,6.7874517,-4.4958334,-3.1666358,9.069822,-4.2620573,3.9336393,-1.3515459,6.255784
2994,-6.700595,-5.07054,-4.4674563,-0.50904495,4.6856117,-1.9060018,-2.9089966,-1.7579,-4.6704793,3.321337
2377,-5.7068367,4.360079,-0.058773432,-1.6068254,-2.065431,0.9383089,-0.41530034,-3.0450897,-2.7873552,-1.4132105
2823,-5.764554,-2.1009681,-4.116632,0.899687,0.90221655,4.60325,2.8182542,8.129666,-4.1094537,3.6820953
4499,-7.8768387,8.139291,4.268042,0.6212047,2.6352656,-0.9744246,2.7698352,2.4569447,-1.5653182,-4.0294766
2760,14.244178,0.03219688,-6.0192695,-0.95914656,-2.6492417,2.865711,0.8694226,-0.6759056,2.1378024,0.9642273
4034,-5.3068676,-3.12604,-5.518763,1.9679947,-4.250279,-1.7975312,8.046801,-10.246299,-4.3166947,0.880524
3943,-11.430883,19.313335,1.625772,0.4687698,2.8207233,-0.86796796,-0.05195061,-2.1399972,2.601218,0.49117562
12795,-5.372139,1.5292867,-6.9169426,3.3738306,-1.4252435,0.091435626,11.576505,3.3532205,-3.2343373,3.9176953
12688,-7.3616514,10.009593,1.1398182,-0.93078345,1.072625,-1.8614708,2.664308,6.472527,-0.9874335,-2.8899243
12361,1.492685,2.589364,1.3015913,2.382727,-1.8120143,-5.117317,4.589933,2.0975804,1.6956114,2.699571
12647,14.349206,1.7621027,-5.3215837,-0.23014714,-1.9625201,2.1119466,1.2204837,-3.16569,3.1527257,1.3002391
12491,-1.262593,-3.3839414,1.4520812,-0.7676871,-6.481643,7.9529333,-6.7201314,1.1760205,0.46446553,4.0807705
12412,-3.7643898,-5.0827556,0.8341152,1.3849105,9.569556,-0.6915726,-6.027501,1.6122309,-8.299538,5.3008747
12924,-5.5399323,2.0945985,-8.44759,2.034902,-5.19428,-6.461064,3.0806546,4.8261704,1.0251284,-1.6449577
12515,-5.1317706,-4.163585,2.8014624,-0.2295996,6.375278,0.595518,-5.4394937,-0.89730644,-4.9917283,1.9874654
12383,-4.191603,-1.462106,0.9983223,0.5617153,8.393217,-1.3670533,2.82908,4.9748554,-5.019885,2.1560273
12861,-6.381727,0.23630385,-8.07911,0.30857077,0.23444483,-0.66347975,1.7938021,5.609511,-3.904207,-3.380414
12351,-2.6910386,-3.4165313,-1.5249021,3.2393465,4.033372,7.1356688,6.3373475,2.5707982,-4.147437,-0.24647959
12372,13.219457,3.7719538,-0.8133565,-0.7288397,-2.1576705,9.976959,-2.6467242,7.3443117,-2.1161578,-2.283888
12579,-3.5794916,-2.4726799,-0.36662558,3.1157155,8.149529,-0.93414783,-2.164959,3.4537294,-7.7639084,-4.023927
12887,-6.1075935,-2.6728635,-2.1440036,-1.9665685,5.5554657,-2.1606262,2.167041,3.206842,2.5507355,-1.2713314
395,-7.2815137,1.5822716,-7.702761,1.6404718,-5.733795,-3.512235,0.12834693,-6.0649233,-2.5167046,-8.172722
691,-0.09542538,-3.6468427,0.82792693,7.4425607,-1.3861924,3.323325,2.1855392,-5.5605664,-0.97471553,0.34405673
449,-3.8068888,-5.9380846,2.0565655,-5.5445952,-9.6584215,1.4124032,1.6083915,-2.9831314,3.4494467,-5.015327
544,1.2183182,-1.7861772,4.351516,15.78408,-4.7304916,-3.969624,-0.2885094,-3.2743218,4.003191,5.5949492
36,12.877456,3.8137157,-3.4951053,-0.34028298,-0.10854398,9.68271,-1.7553647,2.6399872,-2.3769014,-1.865547
529,-7.198775,-1.5058789,-8.129051,-3.9407756,-9.15884,7.735121,-4.9250283,-0.7327972,-1.0871344,-0.34461743
705,-10.625284,3.3522964,-9.730812,-2.550551,-3.9229505,-4.5217214,0.37602568,-0.511083,-2.5080464,-0.004343098
62,13.296724,1.211882,-10.381482,-0.41791075,-4.7652764,3.2920809,1.1102654,-0.015843892,0.80869454,0.460152
513,-7.694354,-1.9521791,-4.8716526,-1.4281687,-9.124063,10.200571,-1.21344,0.35702008,-0.470151,-1.152715
712,-12.455268,18.818275,1.6889697,0.6317577,2.0544522,-0.56249535,-3.475285,-2.654593,5.4184546,-4.8379846
441,-7.2915635,-3.4613895,-4.177415,-1.8742712,-1.5882562,4.7030077,6.4255238,-0.28197542,-1.8846885,4.256377
114,-1.9265,2.3026798,6.4931717,13.385536,-4.4015546,3.319309,-0.9008027,-0.5027851,1.619206,6.3813105
226,13.504583,2.0040915,-7.5878415,0.24741615,2.8079696,-2.5010407,-0.45840764,0.3802322,1.2837071,0.99523556
433,-1.1968982,-4.00046,5.0858164,-3.0551772,1.0937858,0.17891149,0.7152041,8.956399,3.294144,-4.174416
173,-9.971001,18.908913,2.3950722,3.752122,4.6879406,0.9513735,10.951024,-1.0506032,-2.6141324,2.530254
76,-3.8481414,-1.6754673,-4.368727,-3.1169877,-1.4504377,-2.4889927,8.764582,3.719338,4.443319,-2.7797499
21,-7.176208,-4.929328,-9.377742,-2.4329484,-1.3089598,-0.49687856,2.5379703,-5.3111954,3.2020772,1.5383241
28,-2.0688493,-1.1147139,-6.405151,2.5262213,-7.86061,6.8897896,-1.0115976,1.4438998,0.94830614,-3.186091
683,-7.508216,2.0883367,0.6351266,-3.2946386,-7.304844,14.519641,-6.341521,5.260987,2.169585,-2.0557234
468,-6.184218,-8.467787,4.231133,-7.4420633,2.3414297,-0.39411822,1.0692048,-7.5961742,7.430071,1.4904934
138,15.154228,-0.5794714,3.5225704,-2.488103,4.2348924,2.28872,-0.014112579,-3.0680478,2.2584803,3.167019
11969,-13.618047,18.738396,1.9024751,0.6766421,2.7495725,-0.17686982,0.27371663,-2.3765528,4.457548,-2.085977
11857,14.048296,1.0296015,-4.381016,0.08457771,4.061936,0.7371479,-1.1309549,1.876189,1.7090375,-0.62680554
11460,-4.0280166,1.6185107,11.887291,-4.9716363,-5.346038,-4.4273624,1.7004775,-1.858312,0.8077436,-6.0370584
11439,13.134651,1.9575838,-5.0998273,-0.007116886,4.7477546,0.6479315,-2.4752972,3.4025974,-2.0425158,-1.6109163
11630,-4.079881,-5.070461,-2.6009395,-2.3120656,7.937639,-1.8963488,-2.5057936,1.5434157,7.2598386,-2.4124799
11478,11.84324,3.9483838,-10.656859,-0.37692237,-2.5337057,-3.6127944,1.3098712,0.70228916,-1.4754199,1.3097513
11925,-6.0826283,6.722783,-2.9150012,3.9979713,-1.0594928,1.9457349,8.861345,7.1757483,-6.4923177,2.6813974
10868,-2.3592296,-2.25295,-7.1571684,2.6739104,-5.1637964,-1.377123,2.3753314,-0.65927213,0.04358217,-1.4193133
10791,-6.6315293,5.1455183,-0.0751782,0.9919762,2.463801,0.7017504,2.8027208,3.821945,-1.9489942,4.051878
10798,13.854934,-0.35123205,-4.8716025,-0.42554426,5.521643,-1.8859798,-0.7919546,-3.7137928,-2.3881865,0.39671516
11033,-6.161737,-1.3729092,-7.262579,-0.86695623,-2.3445706,-1.6883281,0.7028258,-6.250635,2.5219603,-3.5986357
10807,13.652298,1.8463496,-0.2613982,-0.40109274,6.9496975,2.9172037,-2.3399944,-2.2331996,-3.762559,-1.2409787
10784,-5.099308,-6.0622334,0.9486428,-1.088428,11.782918,-2.1033201,-1.6499559,-0.4637985,3.148229,-4.9623446
10945,-1.1858946,-4.9996943,-1.7092327,2.1161046,9.746271,-3.8052595,3.4435506,5.6929193,-1.9771683,0.04979854
11579,-4.980445,5.643572,-0.33974046,4.770639,1.756395,0.55737317,8.954201,2.9679067,-5.8405056,-0.87102854
11545,14.385646,1.8819785,-1.6022515,-0.55585134,0.9754959,5.6965675,-0.6387714,0.08813363,3.1080062,1.6850783
11914,-6.7783403,-4.122228,-3.6216693,-2.770534,2.2180858,-4.6273594,5.10645,3.4894197,10.950805,2.4493947
11792,-1.600961,1.7384173,-7.1284204,2.5950334,1.058322,-2.137414,0.6530177,3.0919228,-2.3670921,-5.427011
11977,-4.382447,-0.018470356,-3.2175148,0.173945,-1.3190607,3.3779755,4.9311366,2.9566674,3.5802157,1.0515965
11936,-7.3302455,-3.528971,-0.27267832,-3.0732825,5.5432086,-0.6052509,-2.4926987,-0.80302423,2.3230476,-4.1603065
11567,9.125858,0.34092167,-1.9210354,0.35645857,0.83763754,4.1463165,0.9827802,0.3306635,3.2853339,2.9518101
18750,15.37519,0.83312654,3.8153825,-2.9971843,0.65724546,-3.6925008,0.9801282,-2.4698145,2.6809876,0.3058646
18402,-3.8007905,-5.280668,-0.944309,-5.308965,2.2744327,-2.4006417,3.076861,6.2964916,9.55487,-4.129279
18675,-10.0918045,20.029625,2.077661,0.5085478,4.4268274,-0.3190141,4.157756,2.243325,6.2696333,-3.8199093
18832,-12.421751,19.396738,1.7519252,0.58389723,3.5255442,-0.5101855,2.4170072,0.32668632,5.92079,-3.7263274
18444,15.642793,0.5917578,5.149163,-3.4590478,-3.6229887,-1.6917758,-0.3315727,0.56691414,-1.9104308,-3.5819733
18510,11.8515415,6.390259,-7.5040045,-1.2259443,-5.3092947,-4.1662097,2.8387167,3.1870458,3.042674,4.372233
18814,-13.117812,19.12309,1.054044,-1.1877265,2.7636268,-0.5044456,-1.2628444,-5.111558,3.7627876,1.3337529
16255,-11.015746,4.426546,-9.485717,0.67756426,-4.696689,-6.3065434,1.6164887,1.9813604,-6.5415344,-0.30940077
16177,-6.0595484,6.83323,2.5482798,5.8006907,-0.40250808,-0.47689405,2.2471719,3.6059856,-0.19506675,-2.3416326
16334,-2.3325803,-3.2411427,3.0406299,0.6890044,4.6995215,10.732965,-2.127012,4.8996053,-0.40928236,-2.3721557
16006,-5.536545,-4.5024815,1.2200829,-3.0473094,-1.827628,-2.1274304,-0.94962376,-2.087976,5.607881,-6.4633427
16187,-10.409989,19.452648,0.90151525,-1.677565,1.8432002,-0.5250675,-2.9151008,-2.525635,5.0648923,-1.7259947
16419,-3.683389,-5.0408816,1.6981653,-2.8827116,6.5183096,2.5028381,3.5777283,7.519466,-0.45269704,-5.3273964
16233,-7.25031,0.10986417,-3.9654458,-4.550008,-2.52238,-0.37809506,5.852269,-6.7149463,1.4348972,1.6059624
14756,-4.9307775,-1.277004,5.451071,-2.703207,-2.086373,-0.0026640652,-0.69371426,4.0800076,1.2446827,-0.5148509
14607,-4.033233,-5.031091,1.4831023,-4.0681496,3.721503,0.051278442,-1.4872375,4.2156496,-2.5487752,-1.3796705
16363,-7.5557714,-3.5643423,2.2491302,-4.397169,0.7647406,14.747186,2.4057305,0.3366844,3.7137835,-1.6694771
16022,-4.87972,-4.2583323,3.969259,-6.492449,-9.540426,-7.4727435,-2.2029412,-2.2366853,-3.0483255,-3.745896
15912,-1.5803878,1.6122446,-2.1885767,2.245265,1.068356,-2.279116,2.294948,2.9738028,2.111004,-2.9142892
16287,-1.226272,-1.2866899,-3.8367229,0.09468827,1.7136966,2.307226,1.4556313,3.8918405,3.368664,-3.2268376
15990,-4.225194,-2.80749,-0.3147003,-0.8268905,-2.9833777,7.977677,1.8322456,-5.183387,1.6620117,-0.81240314
15936,-7.014364,-1.126278,1.724157,-4.452995,-4.7459426,8.014013,-4.8045545,-2.880198,-0.16281828,5.7122493
14576,-9.562318,18.93658,2.444232,4.1595526,3.8892486,0.05766793,7.3490996,-1.0472697,2.190006,-1.0100508
16349,-7.608284,7.0189857,1.2780359,-1.8941921,-2.8187106,-2.0320823,-5.7305093,4.075122,0.8167064,2.2512567
14474,11.984807,5.3844833,-8.330412,-0.4446802,-4.2226925,0.52941394,0.780191,0.9379071,-1.4263368,-0.24658583
14492,-8.508553,-0.7269797,-4.633819,-5.610724,-5.1747427,3.156303,-3.8867593,1.2459929,10.238668,-0.12885588
16302,13.317611,1.4322656,-2.7981424,0.27499002,9.659143,-2.7199876,-3.4633827,0.71433777,-6.076692,-3.376091
14560,15.159633,1.183524,0.61403644,-1.7425729,0.8186186,-2.7486248,1.752004,-2.8530653,5.342561,3.090704
16143,-3.0956979,-6.0073533,0.89538026,-5.382462,0.022127826,-5.867982,0.28732887,0.9852394,5.5387573,2.4603956
16481,-8.076801,0.2515286,-8.194502,0.44303158,-3.2261972,-2.6702418,1.241762,1.9087468,-4.0503936,-1.4959759
16702,-1.1160073,-2.7383883,-4.2211065,6.800206,0.06533016,-1.9966781,-3.569003,-3.7542934,-2.8592787,-0.5143739
16297,-5.7615476,-7.365274,-4.8921933,-3.3549383,1.2584877,0.037380453,-6.820774,-1.5428082,7.261765,3.4049792
15954,14.063981,3.1354918,1.6433234,-0.6425302,3.3601003,-0.57292664,-2.2541437,0.4843436,-3.8651013,-4.5262914
15943,-6.2286816,-1.2379384,-8.306429,-1.3844606,-1.1567987,-2.185319,5.041228,-3.2536347,-2.2828653,-3.836283
16915,13.126078,5.615284,0.82911605,-2.2479427,-5.622828,7.290588,0.6470961,-0.30545038,-1.2692671,1.9469104
16494,-2.7647784,-4.5783615,10.757768,-5.9026823,3.5735958,-2.7545211,2.4447296,2.8018343,0.12781185,-2.3557005
16520,-8.767253,19.861372,2.0191727,2.2775345,3.716762,0.37592173,5.902621,-1.5789616,1.9211761,-0.6558292
16133,-4.6695457,-6.0414486,5.1503673,-4.4268274,6.782785,-4.0354443,-1.7504874,3.5504405,-1.4913622,3.308032
15968,-6.3344316,-2.489316,9.772505,-8.655685,-0.29772803,-6.0454144,5.5066485,4.021053,5.6272492,3.5978017
16941,-13.229728,18.767807,1.3119037,-1.4294933,4.490674,1.0777241,7.2767076,-2.8576956,1.369142,0.4996185
16777,-5.98444,-2.0398912,-5.7644506,1.4328824,5.039038,-1.1678517,-3.897153,2.3388474,-5.1011515,0.16517822
16852,-7.626854,-0.72982526,-3.4036262,-1.767201,0.9474225,0.6815732,1.8329507,-3.2103293,2.643358,-4.2148733
15832,-3.4362762,3.753897,0.60280716,1.304853,-2.0701509,-0.5781665,1.9378978,5.418494,-0.6532697,-3.7496674
15870,-6.8453298,6.8902135,-0.97390187,2.7863104,1.3955015,-2.5456243,7.3635745,8.525053,-6.2120147,4.434622
16282,-5.449334,-5.2517796,3.187812,-6.2803993,-9.6297865,0.041167546,1.6071042,1.1977955,3.4614694,-7.084739
15680,13.976843,-0.2499792,-8.217705,0.19488597,3.7637353,-2.7735922,-0.4508335,0.54425424,2.189243,0.89058316
16173,-4.682137,-6.5051317,-2.3085918,-1.3430631,-0.40668425,-2.8863287,0.80959886,1.5630786,3.9688835,-3.259898
16202,-5.791757,-1.3624711,4.0559874,-3.928461,-10.982526,8.307007,-1.8785211,-4.2609053,-1.257766,-4.309838
16123,-2.3315587,-5.3191705,-5.9293804,1.1232442,0.013404037,-1.209826,-0.7472543,-7.2158093,1.5077434,-6.579965
19288,-4.4193764,-2.2840626,-5.327525,3.6955395,-3.7418034,-2.7700548,4.029101,-4.854876,-1.1559625,1.2764437
18246,-5.734344,-6.804601,-2.256541,-3.3032854,1.8312968,-1.2682176,2.0232236,-3.4740639,0.6508156,1.3608328
17476,-3.8149848,-4.6857247,-0.45976305,-1.1286871,-0.64544576,6.193408,-2.3064268,0.31045872,-0.9348705,-3.2695801
19247,13.527674,0.5474152,-5.943353,-2.010622,-0.86412823,-2.7327378,1.4676881,3.1148667,4.608089,5.750549
18350,-6.2008986,-2.337325,1.6172252,-1.6955084,5.8128934,0.95694697,-7.4605885,1.2702482,-3.6256278,-1.044494
18220,14.390021,-0.4399012,-4.0770383,-3.028892,-6.6202087,-3.833147,1.5125842,2.292641,1.0847017,0.34551427
17583,14.09947,-0.54381275,-4.140116,-0.77635145,2.729373,5.967955,-0.97561634,-2.334736,-1.4768605,0.5121163
18674,-1.5626101,-6.2257547,-4.6090946,1.5851272,0.13325544,3.5435963,-3.7368596,-0.561368,-4.8545084,-0.6510442
17717,13.423815,0.92361665,-7.24328,-0.5462552,4.117838,-2.9183488,0.41095898,0.6437151,3.7554948,4.9800625
19124,13.311517,2.3526256,-7.040261,-0.43895316,-1.7697498,-2.6726303,0.06349763,0.76159924,-0.23281433,-1.2790512
17708,13.990163,1.0810363,1.3544083,-1.9726793,1.35359,12.578459,-2.6140115,5.3705683,0.53489333,2.5695465
17658,-5.4181466,-3.352236,2.8336146,-0.77248496,3.835415,5.6053762,-7.711266,3.3403282,-0.34927276,-1.3340724
19340,-13.146157,18.966139,1.1328882,0.38974288,1.9395773,-1.3600574,-4.5491443,-1.5397652,0.2620784,4.736611
19040,-7.308198,-7.5182076,2.5179489,-3.630134,5.5904636,4.204316,-0.816738,-3.9525313,-3.5275314,1.1174213
11096,-4.8291187,-5.5126495,-4.0957403,-0.19063126,3.701693,-1.6758659,-2.860118,-1.8048173,-0.45433155,-7.003416
10827,-0.8498852,-5.8987455,-0.12713622,4.1791883,0.087229915,0.3715448,4.0703015,-5.0829396,0.5693852,-5.261748
11065,-6.055828,-1.445058,-8.872488,-1.4560591,0.38731304,-1.8923612,0.21328889,-1.9644544,3.8022072,-1.8625361
11017,-2.5398774,-5.1339192,-1.6566337,-0.6696563,3.4206147,-0.2581569,-0.90927064,0.715678,4.2255,-2.4585762
10839,-4.4668765,-4.4122314,1.594567,-1.776232,1.5287856,-1.7061086,-5.7520475,-0.28951684,-2.9128714,7.405422
11167,-9.410161,1.3949559,-5.942024,1.5082731,-3.4095051,-4.244297,-3.3185682,-0.5437202,-2.5047326,-0.7648514
10777,-5.5292296,-4.3228927,-3.6391058,0.1872902,3.1218467,0.8166364,0.74276036,-6.8274393,-0.32304513,-4.3878593
18364,12.906864,3.2281702,-3.8190613,-0.846724,3.2268841,1.8041081,-0.27090895,2.9267159,2.0103154,4.324476
19275,-6.8891935,-1.359068,-4.2451057,-3.0668097,-0.28170246,-4.9126377,-7.0675583,-2.8480558,5.3494096,11.735305
18303,-5.6914954,-5.383087,-6.5493164,-1.5275172,-2.0193706,-4.3885503,-2.3295808,0.27592653,-2.765482,4.9746666
18459,-7.428689,20.386454,1.9485726,2.7407153,3.94365,-0.7846038,3.7222111,2.8658743,3.7107518,-2.1592562
18699,3.0382812,-5.3051105,6.175786,15.113259,-1.7227787,-2.2815704,-3.2782876,-0.744246,1.784252,0.9675345
18763,1.9487386,-5.128436,-1.0230494,17.68868,-6.1674356,2.2711835,-3.5906842,3.2208548,3.2340524,0.35218003
17459,-7.5229845,-1.7042463,-4.2335806,2.1336348,3.6739345,0.23696579,8.170713,1.4211692,-1.7719839,2.8451438
18749,-8.271827,-3.3404753,-5.3139405,-4.0796347,2.3347232,-1.1177833,-3.641277,0.51387465,3.4915097,1.3172901
19077,13.422706,4.480687,-0.78349686,-1.7811717,-5.437986,9.898429,0.6291848,-1.2834055,-0.15896939,2.0801482
17780,12.475377,3.55695,-4.653794,-1.2678297,1.2831625,-0.033322453,-1.0561607,6.718341,1.6582885,3.3962955
18270,-2.1174164,-3.7262807,-3.7114377,-0.56743765,4.6183934,-3.0958493,-4.4865603,0.8603654,-2.4979842,1.5792775
18692,-7.109572,1.3498855,-9.676651,-0.4647415,-2.8437998,-4.273415,2.0492835,4.26159,-0.44521174,6.3695326
