,pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7,pc_8,pc_9,pc_10,pc_11,pc_12,pc_13,pc_14,pc_15,pc_16,pc_17,pc_18,pc_19,pc_20,pc_21,pc_22,pc_23,pc_24,pc_25,pc_26,pc_27,pc_28,pc_29,pc_30,pc_31,pc_32,pc_33,pc_34,pc_35,pc_36,pc_37,pc_38,pc_39,pc_40,pc_41,pc_42,pc_43,pc_44,pc_45,pc_46,pc_47,pc_48,pc_49,pc_50
12586,-7.9193807,-3.6440136,-5.602445,0.8744817,0.7366741,-1.9520917,-1.9367129,-0.25697967,1.2298129,-4.7040973,0.47756615,5.7799835,2.4624224,-0.03878124,0.36617947,-5.035546,2.9931207,-0.14342712,0.051361356,2.7565842,3.2147093,-1.961049,1.8472394,-1.0980487,-3.9045413,5.1210093,-3.915831,0.35244918,-3.1025748,0.4855183,1.7538117,1.5283178,2.9850397,1.4112561,1.0040841,0.8377533,1.2255847,0.29339,1.5007408,-5.281775,0.9380417,-1.0291201,1.4362019,-2.052117,-1.1827589,1.0049722,0.15158904,0.54594284,2.0302112,-1.4783243
12463,-5.969379,-1.1307586,-4.0953555,1.0624601,-0.3779605,-0.45816302,-0.67877775,3.729553,7.0175953,-3.3199992,7.0521193,0.8772266,1.6054105,0.101618536,8.725172,2.803019,-2.3491592,2.2968757,3.8651862,0.402299,-0.16708393,-1.9221845,0.3956795,-1.0048878,-3.434852,-0.31722623,-0.041287933,-1.4810524,-0.6065306,-2.9719806,3.5377336,-0.9121486,3.1672845,2.9932468,-2.1101875,0.4346632,-0.6345529,-1.43731,0.9095249,-2.5848596,3.0933619,1.5116625,-2.3864913,-2.0653813,-0.6378553,-1.1728846,-2.8564646,-0.7467598,-4.9090276,-0.6744767
12118,13.51668,1.9843884,1.4239036,-1.9545921,4.440052,6.5906672,-3.3970978,4.0966973,-3.4173028,-0.564261,-0.25205505,1.2479814,-0.23335642,-5.024824,-1.8255413,8.498861,-1.9239714,-1.1475447,-0.3849484,-2.4003353,2.439226,-3.167524,7.6334224,-2.5068736,1.6504275,0.1926626,1.0566684,-0.11688447,0.18190424,-0.57430714,0.19602378,-0.94220084,1.4225911,-0.5576501,-0.27896816,-2.5872295,-1.2235317,0.38691035,0.08293511,-0.043734334,-0.24730614,1.192355,1.9967161,-0.43431816,0.447515,0.80055726,-2.5925424,0.97130126,1.0680975,-0.3565254
12967,-4.937295,-7.0698504,-5.2391376,1.9649701,-0.26749846,1.9087422,9.265837,-1.669289,-2.6975083,3.5520904,0.97813565,3.1039815,6.3689575,-3.3724012,0.4335326,-1.3861735,1.5259525,-0.18623014,-0.6957462,-1.943996,4.102925,-2.3082924,4.034602,1.5431739,1.8772563,-0.8057134,3.0457528,-4.704592,1.7271591,6.286192,1.113649,-4.026024,2.1470938,-0.6296333,1.146085,2.3169315,-1.4635841,-1.3006226,-4.1829133,1.4032472,-0.85844326,-0.8565183,-1.0103711,-0.61268973,-4.0505996,-0.7189154,-1.0184109,-0.305566,3.0101287,-0.18802074
12735,-5.517537,2.4394317,-8.266967,-1.3342243,-4.743542,-4.1187243,0.06345139,3.8360074,5.031491,2.1894817,7.081823,-2.169844,-0.08597593,3.6645648,-3.180214,2.0480747,-5.651993,-2.0035393,-1.9378664,1.8152657,2.125012,-1.3158009,-0.20006001,-3.136098,1.2634499,2.2582328,-3.4869075,2.3051298,0.3253653,3.4498827,-0.5024705,-0.32836688,-0.7278035,-1.1373795,2.3997684,5.234036,-1.5434257,1.1016594,1.036195,-0.74971205,-1.0998788,-1.4236947,-1.3675607,-3.299523,-0.35828245,1.0578701,-1.3007746,-2.672102,2.1736817,1.2873709
12285,-3.5340445,-4.182432,2.7927577,0.20751657,5.852201,5.920914,2.2882628,-0.26509383,3.8249578,-0.20426647,3.5752099,-2.8399103,1.4487064,-0.15068911,-1.172891,2.6145132,0.6106891,3.0430336,2.274581,0.8008584,0.8829936,6.559509,-0.6644722,-1.6875483,-2.9928603,-0.06830423,-2.8752294,0.36983895,0.8848715,0.96537846,-2.4625506,0.09633344,0.6300539,5.0522947,-1.6296046,0.5616944,-2.6689603,2.922784,-0.8897626,3.4330537,-1.6017836,1.5520973,-0.15248421,5.335249,2.2511704,-0.49669403,0.38879547,-4.0626974,-2.152797,-1.6697469
1774,-2.5895855,-4.0898004,-2.3839974,5.5937595,2.359148,0.72176224,2.0450556,-7.6223693,-6.0771503,1.1076547,3.432929,0.6662164,2.2329433,4.6820793,-2.4936986,-2.50734,0.007628673,0.2774833,3.9819756,1.5712858,2.2827415,0.9140437,2.114181,-3.146358,-0.1551403,2.0226295,-2.952715,-2.138427,-2.7686083,-3.7783594,-6.5922856,-0.73720133,-0.3026172,-3.2054963,-2.107925,-2.549917,3.9482028,0.6820362,-1.81702,1.4180437,-1.0283417,-0.86345744,1.748166,-1.4653529,1.9987224,-2.449482,0.74513847,1.1634142,-1.5363845,0.04430501
1702,-4.3741627,-5.5875034,0.033289455,-0.5450657,3.0496368,0.24833474,-2.7912145,0.16712707,4.8080916,-7.618057,1.4842961,-1.5383878,5.5024176,-0.74732184,3.9469957,-0.32055336,-4.2154355,-2.4079154,2.1758447,2.8551698,0.1240138,-0.19946839,-0.012182407,1.8884628,-0.12865758,0.46295223,-0.9007417,-6.8021355,1.1808565,-0.3457501,-0.06390828,4.383039,0.76263946,2.029265,1.0703443,-0.29867497,-2.0852005,0.51525813,-0.9823418,1.7191755,4.050442,-1.2186642,-0.43285728,-1.455972,-2.9227216,2.6553788,-0.8899286,-2.7214756,-0.3856303,-1.5235221
1681,-8.128018,19.694378,1.9210496,2.6701355,3.0240273,-0.44869703,2.153771,-1.4726174,5.1616697,-2.0125554,-2.256666,-2.9642203,-2.3046799,2.1081681,-4.5434737,1.5005883,-3.4301684,-0.07670174,0.64220977,1.0227256,6.8581333,3.658957,-2.2560282,-5.460771,3.0824728,-0.28397363,1.9305739,-2.730261,-0.26549774,1.7150248,-0.3033646,0.54418254,-1.8328776,2.4347382,-0.39233834,0.89421606,-3.0556753,-0.7624291,-2.1362705,1.357466,-2.1083593,1.4859481,-1.082697,0.85839397,0.7388281,1.6300349,-2.102548,-1.9627701,-1.3287169,0.06047782
1741,13.609054,7.5753613,0.4322028,0.15689093,-3.200639,5.9385295,-0.96990556,-0.2928758,-0.82422787,-2.8915362,-4.6265335,-1.9175798,-0.0015688542,-1.4489299,2.3098526,4.1145353,-1.5210266,-1.1181586,1.9906698,6.106299,-0.49899188,-1.0036576,-5.957741,5.1180463,-3.9666338,1.3270686,-0.2714351,-1.7712166,-0.27058285,-0.06975655,-1.2368275,0.1412021,0.22138558,-2.3355074,0.53519624,1.8806554,-0.7622151,-2.7437685,-2.0854387,1.0411954,3.4465127,-2.590033,-2.861263,-1.9953929,-0.20676963,-0.01442939,-1.4032433,1.1682918,0.55532235,0.18569264
1668,-0.37236014,-3.8967102,-0.14918306,11.541284,0.8344493,3.084305,0.29049152,-4.8320985,-1.3442589,1.4866785,1.5308897,2.2288342,0.6428712,3.1588945,-3.74343,-3.3252034,1.319187,1.0391355,4.569556,0.31601304,2.2988002,-1.5684347,1.8974502,1.7813845,-0.62902135,-1.2215786,-2.6691263,-1.1214436,-0.72628456,-0.08488687,-1.9513532,6.280701,2.4309888,0.9839671,-1.4979684,-2.93458,0.9245251,3.2266867,-1.6223975,0.612421,-1.7921542,0.04055959,-1.5247992,-0.71085083,2.4453838,-2.2009106,-1.159506,4.1518097,-1.1709325,-0.89533126
1655,13.486832,4.8186264,-8.096316,1.0117689,-3.7164302,0.6511257,0.98386365,-3.6538205,-0.931468,-3.4419146,-3.859708,-2.948098,0.24594502,-1.369212,1.2387755,3.0479138,-0.23111586,-1.1091394,-0.01571533,1.3908683,-0.39223653,0.5112707,-0.45601523,1.0057476,-2.8311877,1.0502192,1.8408605,1.3467855,0.66586596,0.22665262,0.6994298,0.5467471,-0.0066486844,0.26119402,-0.42821842,1.1194366,1.4092821,0.30188024,-0.31150952,-1.4588034,-0.57845825,-2.113333,-2.6156116,0.38423845,-0.20912015,-1.3463318,0.9749712,-0.60656816,-1.424101,-0.22318178
1800,2.992093,-5.875568,1.8342249,17.186764,3.5539885,-2.7032487,-4.473475,0.82408524,3.1788404,1.1705236,-1.8890257,0.6346695,-2.7512593,1.3252616,-0.6530394,-2.9502254,1.8468586,-1.2717576,2.0914142,-1.9677985,0.22535208,-0.85104084,-1.428779,2.6044245,-0.5771281,2.540037,1.4103198,-0.74915135,-1.9959813,-0.35382965,0.16224171,-0.89588326,-1.3757861,-0.08526,-1.2704203,0.84752697,2.3520646,2.277256,1.8227216,3.236117,-2.576467,-3.6337054,1.0448688,0.69411194,0.01690918,2.4820921,0.20139858,0.93619627,-1.5604213,-1.5674523
12617,-7.8518863,-1.4955269,-6.822909,-2.8654628,-3.702721,-3.0060377,5.154034,1.550851,3.2794724,4.6429343,-0.97145647,0.66788757,2.9188592,5.835951,-3.3912766,7.02122,4.557898,-4.1501193,-2.6804302,-6.7901616,0.4104268,-3.7187264,-4.6325593,-2.207418,-3.6976163,-1.8708574,-4.2615466,-2.6077015,1.1581869,-1.5387176,0.9526911,0.62131715,-1.7785099,-1.0572313,0.014446099,-2.3993464,1.3724535,-2.0298662,-2.118156,1.258244,3.2769303,0.7276118,0.6410205,-0.5333421,0.7191664,-0.67387986,-0.8136315,-2.3639393,-1.9039334,-3.3700368
13020,-2.8779979,-4.118763,-0.52908826,2.281364,5.1105466,2.8831186,6.716868,5.7954035,1.8363734,4.975899,-3.1181993,2.4276278,-1.2974148,-1.3570749,5.100804,1.3805066,-3.241798,2.570505,2.956485,0.08436101,-1.6908911,4.802697,-0.19253777,2.0394151,-2.3750188,-1.128391,0.40239617,1.1649263,0.3036219,2.5556006,-0.18200545,-0.110555805,-3.3574104,2.3302524,0.13032012,-1.247976,0.1061767,-0.8195953,-3.7011974,3.568542,-4.5914555,0.864626,2.3227818,2.985921,-0.39337367,1.537679,-0.93318546,0.075397685,-1.431284,-2.7259552
12823,-12.330689,18.93956,1.9359798,0.9411888,3.0178952,-0.08002955,1.9940073,-4.608743,4.0916114,-1.5872096,-2.4709914,2.4027462,0.5453268,-2.1875165,-3.9081047,-1.8429922,-1.0211679,-0.2328394,1.5322962,-3.5345504,-2.5012488,-4.277893,1.9394312,3.6396062,-1.0358573,0.6436694,-0.5827363,-0.61330366,1.5168281,-1.1697639,0.7963195,-0.6895114,0.24341328,1.4001814,-0.6154809,0.25214556,-1.0528326,-1.0483004,-0.31339905,-0.038642228,-0.82517403,-0.882487,0.27642417,0.7565889,3.4782763,-2.6867244,0.70550275,2.0564568,1.2312303,1.2379993
12796,-7.213398,-0.22774327,-2.124497,-1.6400565,4.6360474,-2.2098715,3.8956087,4.185162,10.518966,-0.89891386,1.7224166,-2.3445182,-2.581972,-1.776556,-3.6795945,3.9008245,-1.7852535,1.775875,2.3397229,5.3162932,-5.0941296,2.9495962,0.4738382,0.59436953,0.45472094,-3.1898415,-5.302894,0.7542396,-3.1754518,1.3029604,5.118951,1.6917347,-1.2729039,1.0720268,2.426608,0.9456996,2.2328124,-1.7028881,-2.8114343,2.2756648,-2.7184803,2.0232942,3.5878577,0.06440874,-0.5073799,0.70506066,1.6184953,2.149263,-2.5301647,-2.372823
12951,-2.8336048,-0.51268506,1.9535519,1.1572198,-0.498802,8.424963,-1.5233434,1.7939469,2.2454238,-4.72591,7.3375373,-6.553466,-0.9418956,8.498788,2.6978226,-1.1657013,-0.46170595,4.897798,-2.2280207,-0.08612288,3.3363795,-0.7829836,6.6179004,4.568627,1.5763662,-1.6043133,-1.8110353,-1.5554558,-1.3910615,-3.430599,5.726099,3.8701644,2.869989,2.5919907,4.028824,-5.8490148,1.4567012,3.3215172,3.319554,-0.9859064,-3.683279,-0.22302788,0.78602654,-0.7277304,2.2129157,-2.3496883,0.45404917,0.42617738,1.0622239,-2.0226884
12703,13.140286,4.721744,1.4484322,-2.0539517,-1.7864232,8.3324375,-0.27293783,-0.05456788,-0.60920036,2.6444836,5.070457,-0.4428185,-1.7315207,-2.4423862,0.12267759,-0.84523034,1.1504911,3.175494,2.7959197,0.092270404,1.3211083,0.5869137,-0.21156208,0.34595966,-0.7916933,-0.67590296,0.2710891,-0.7699765,0.6396397,-0.39184207,1.4843607,0.16456823,0.18133235,-0.19243047,-1.0173345,4.474932,-0.43751952,-2.4004796,4.9968553,-0.9219101,-1.7790532,-2.4616785,-0.6578037,0.6311578,0.020517798,1.0891141,0.5085371,0.3308978,-2.767635,-0.057742245
12888,-3.7176383,1.5655396,-0.7398168,0.5464272,-2.5175328,0.7341933,-3.7399194,-0.9904035,-4.462833,3.7816658,-4.4467564,-8.848339,4.956421,-1.0826595,1.8658015,2.330649,-1.6233073,3.216078,-2.2978528,3.9133039,0.99411356,-7.5247016,-6.303226,-0.7057442,-5.3485885,-1.9605439,3.914767,0.7668413,-0.28130358,0.7990147,3.9970624,1.0661073,-4.9846587,-3.8470945,0.37148675,1.9763746,-0.68957573,-0.7973292,0.88539,0.3381259,-0.4804086,3.364177,-0.09372629,0.3928412,-3.2540662,2.362231,0.81976956,-2.1101475,1.988777,-1.9824282
12849,-5.214989,1.104233,1.6284842,-0.25165522,-1.2803713,10.174668,-5.318044,9.714771,3.5002642,-3.773815,1.2441276,4.229567,-3.2181077,2.6518197,-1.8159956,-3.306031,2.9015026,-1.6375825,-2.1313822,-1.7204753,1.228146,4.3172884,2.176442,-1.620395,-2.2710686,-3.2739074,2.3608224,4.0432587,4.6318727,-1.3301773,-2.140685,1.0499917,-4.183329,0.5999424,1.7160524,1.1120124,-1.5719581,-1.1996373,0.052171785,1.9168274,-2.3618498,-0.8123448,-1.7389826,-3.3041148,-0.36941254,0.45642346,0.0046716,-2.3700964,0.6942077,-0.58559346
12568,-3.808909,1.7601954,2.951686,2.1537032,-3.6318257,8.925271,-0.8206666,-3.6212738,-0.9942702,0.15785797,3.7570605,2.0538137,-0.8263677,-2.2164423,2.2265053,4.2146587,-1.0622425,8.9674015,-4.1325083,-0.3185286,-1.4066774,-0.6207782,-2.9726775,0.5183035,5.674865,-1.2174352,3.0697227,4.197837,-0.45491922,-3.8674774,2.3600335,0.7017961,-1.9609421,-1.2336873,3.0110369,6.6991906,0.20995086,-2.1594796,2.6628118,-0.55287296,1.6366082,-1.5441471,0.3336087,-1.9062285,-0.7240055,1.5501871,-2.7607524,6.8905716,-1.5310678,-1.9394325
12245,-5.9381337,-5.7536054,-2.7934675,-0.09345159,9.5780325,-1.0867329,-0.50912535,2.676929,-1.0561792,5.0890417,1.9579555,-1.7672591,4.867117,3.912252,-1.4962771,-2.6326826,-1.848842,-0.6860893,5.2472825,-0.025610026,-0.17249161,-2.0383844,-4.553019,0.3860335,3.9707518,-2.004385,1.7928691,-1.9419104,-1.8169892,-4.793555,0.36472908,-2.519675,1.4278028,-0.36877814,-3.5164368,1.0390073,-0.43680298,0.78284407,-3.3378248,-1.1050111,1.274783,-0.062315013,-2.1902087,1.965958,-2.0345497,5.500738,-1.5373445,-3.713967,1.8747455,-1.2466458
12767,-8.702293,5.432224,-9.77201,-2.3356857,-2.4782574,-5.9607263,4.62123,4.2643795,-2.4922426,-2.9239118,3.5060594,-1.2181711,0.34666213,-1.9949137,-5.9062414,0.14063464,-2.7064087,-3.1159172,-1.1654564,-0.41374606,-6.39815,1.4007108,-0.23143044,3.7735832,-0.41274995,-2.798833,0.26972684,-3.7130625,-0.25095764,-3.8467078,-1.8626345,1.1905819,0.67778474,-0.90216076,-2.8578708,1.3435577,0.3517869,0.9288494,3.3922284,0.33431923,0.73743385,0.060707342,-1.0536668,3.9149523,-1.3025861,2.1295855,-0.2301553,3.8266304,0.02560255,-0.08718045
12862,-9.211483,19.699446,1.5949166,4.5185523,0.6283971,-1.6533189,-4.8640776,-1.7219281,-1.4021126,5.3015375,-5.0284233,-2.1654296,-0.49007064,-0.3955387,0.6573323,-0.026857205,-3.02364,2.4228501,1.0483456,-1.4227327,1.4074218,2.9879165,-1.7781849,-4.033499,5.8361964,5.4593916,-1.3023322,1.442818,1.396949,2.1170964,-0.8115742,1.2035016,-0.8569625,-0.10585625,1.1570368,0.641122,-1.741085,-1.5499746,-1.7674636,0.71903074,-1.5119706,0.843556,0.61659443,0.9161204,1.691328,0.7787526,-0.34564266,-0.860248,0.97992146,-1.4378804
13080,-4.630405,-4.3074594,0.31926486,-0.68077177,6.408358,5.8266163,-7.85709,5.1647935,-0.11870967,-6.288301,-0.35560971,2.9841506,-1.6406307,2.3621461,4.730923,-0.90781975,-2.349857,-1.1927779,-0.10528088,-1.921601,-0.5830045,-2.0208902,-1.7291048,-0.047630887,-2.5858126,-0.9444918,-0.93897164,-0.017233793,-0.43236858,0.30086258,-0.72919434,-1.2037076,-0.32959577,4.3399577,-1.3888955,-1.0341672,-3.7256641,-0.3603878,-0.3260877,-0.5978031,-0.6701228,0.29088008,-0.22407548,0.5171425,2.5380542,-1.3845109,-3.3896697,-0.8839043,-0.4871381,1.0428671
12317,-2.6426184,-3.701578,-3.0873907,-0.72597456,1.418042,-2.1464639,-0.81507146,3.9925108,5.79901,-1.8164248,2.3742845,0.475222,1.5433093,0.5665281,0.5584109,2.484633,-2.3019526,0.052684054,2.2074776,-0.35393077,2.7360964,0.39974993,3.4322562,-4.8628306,2.0626855,1.0310223,2.9519067,3.0306642,5.9613285,1.2439288,-2.617638,-0.49560663,1.3762805,-1.5013558,1.1658295,2.251782,-0.4487665,-1.2547349,-0.80763763,1.1050075,-1.3367963,2.423865,0.32081613,1.7824309,-5.575372,3.6560988,1.4971763,-3.3567407,1.2618049,-2.0397549
12301,14.49392,-0.24333048,-2.9974582,-0.6045609,4.057653,1.6395556,-0.38955075,-5.239049,-2.282127,-1.4262341,2.1756847,-2.9619358,-1.6344804,-1.2190431,1.3854614,0.33351162,1.9926783,0.4597004,0.42777184,-1.8777157,1.6597061,-1.3231493,-1.2391179,-0.65929186,1.2521613,-1.8723896,-2.7066548,1.7294955,0.8798586,0.77360576,0.28524145,-3.0078175,0.90698725,0.16049285,0.35675764,-3.2151523,-2.2023752,2.276818,-0.24594592,-1.3673546,-1.0301557,1.2723991,-0.7254886,-0.37131032,-0.23559088,0.3239511,-2.5309207,1.6636364,0.5461085,-0.4644923
12394,-5.4762974,3.0166764,-4.183558,3.0956974,-4.362547,-3.0674374,-1.9025413,4.9079666,4.9121027,1.3305281,8.679475,2.3296185,2.40143,-1.7367138,5.4752026,1.1396968,2.277006,1.1616424,-0.934744,2.3610098,4.555564,-1.4809083,0.7581277,-1.9525888,-0.5638317,-4.019082,5.504271,2.808807,-0.96814203,1.1889936,0.7889733,-2.183829,3.463946,-1.966718,-3.3596087,4.288003,0.98452926,2.2929745,0.87216574,-0.57981485,0.9805758,-1.6798337,-3.3191621,-2.750551,0.6531818,-0.8096285,-4.2486935,2.4689121,-2.2977915,-0.29485643
12092,-6.3563976,-2.9145086,10.282333,-8.146538,-10.323713,2.4207258,-1.2053945,-4.7578883,2.734331,-0.7484697,-0.9987786,6.9658303,-0.8257644,3.293191,-1.5605122,2.1172128,1.90384,-4.972938,0.26043326,-0.5254905,0.43783024,1.0048568,1.1650484,0.4325661,1.4453423,-1.4001443,-0.43244255,-2.2166927,-0.97653854,1.9166608,-1.6248643,-1.9521228,-0.19138004,-0.07287204,1.3799398,1.1461709,-0.6672767,1.519049,-0.71083814,0.69479877,1.1488887,0.35544264,-0.92514,-1.1400758,-1.3113135,3.8314614,1.0344609,-1.7811702,-0.33953,-1.4987772
12450,-4.7247105,-1.805768,-5.1849484,-1.6055236,-3.1312609,-4.555408,-0.61428887,1.3379946,1.5180776,1.2216398,5.805909,1.6224197,5.126094,-4.8571615,0.20998338,3.3892736,4.252581,-0.6550423,-5.470548,2.776483,7.5914087,-1.752097,0.72556454,1.1716539,0.10441657,-1.7806996,3.996725,1.3504989,3.915621,6.983771,-0.75396985,-1.1500165,0.7923812,-2.6252456,1.1358654,-0.21815883,-2.1795263,-0.71672183,-2.33658,2.614226,-1.3807386,6.8535547,-2.106526,1.7644866,1.4179428,0.22871523,-0.14955272,-2.0544593,4.253131,-0.7883755
12577,-13.500506,18.981634,1.731868,-0.23079422,3.1005318,0.03743583,0.5489039,-2.41311,5.0266666,-1.8506156,-1.5426503,-1.8577206,2.0227137,-4.6231046,-5.5575023,-3.1033802,1.8835938,-3.8301046,0.42334467,-1.5476829,-0.3029051,-1.8757324,1.554886,2.5247989,-0.9645578,2.3256943,-1.9778746,-0.6089585,0.1656013,-0.5124904,0.8757685,-0.6896672,0.8115048,0.26519302,-0.7697529,0.2634438,-0.7093745,-1.3919983,-1.5499812,0.49994272,-2.3263466,0.044642266,0.95942825,-0.070397355,1.0735809,-2.8014376,0.87753975,0.6324233,0.032896675,2.1876094
12209,-7.072733,2.1242456,-5.9661465,-0.041531447,-4.219629,-2.8664598,2.2413769,-0.8732511,1.3214266,5.067776,5.869564,10.236685,4.14784,2.0018368,0.35254937,4.4061594,-2.4216049,3.8707805,-1.7959129,0.36798015,-0.093452774,-6.8530965,2.2717025,-2.0487182,1.2324845,-0.06849043,2.0778906,8.530929,-2.18426,-2.012298,1.4203999,-4.1757765,3.4707506,-0.1635625,0.0484498,4.7262344,-0.81723166,0.26208574,-2.9895735,0.83001673,0.7232419,0.24773459,-0.4432342,-1.6431117,-1.5983875,0.15165067,-1.8725517,1.0952644,4.540704,-1.4125781
12144,14.299642,2.8837328,8.589483,-5.417702,-6.977306,5.7356386,0.9229765,-0.9104546,-1.0740926,1.773638,3.733863,-0.73142153,-1.5375534,-1.5269865,0.065252066,-2.1178262,-0.62644184,0.55920714,-0.4462925,-2.6179261,0.78138024,-0.89873433,1.3399541,-1.4175147,2.716276,-1.4415845,-1.8251877,0.038013875,-1.2393653,0.40242282,0.34778816,-1.959929,-1.8784451,0.6527279,-0.9203975,-0.19601296,-0.08210397,-2.3146822,0.6052509,-0.85572165,-0.33118534,0.5980677,0.49260333,-0.57107234,0.3018118,0.6823826,-0.995576,0.9891969,0.32466272,-0.35072395
12436,-6.1302886,0.112319246,-3.348964,0.14231677,-3.9532719,-1.8808045,1.4189645,-4.1144853,1.8600733,2.7402596,2.4330688,4.020971,2.2205868,2.8181808,3.6950936,8.685041,7.737134,0.9713516,-0.9297329,-8.343029,-3.2101467,-1.6395365,-4.9182854,-3.6962767,1.5896459,-0.83563435,-7.188777,-1.403621,-1.8365047,-1.8043802,-2.3854747,2.251127,-4.0376716,0.7601555,2.2091699,0.70495546,-0.61717623,0.042736508,-0.43903348,-1.673133,-2.0186956,1.8129759,-0.5077294,3.0915158,0.9839866,1.1490216,1.7079455,-2.3266644,-1.0923954,-1.9660078
13047,-4.768596,1.0817089,0.92380303,1.635429,5.931734,0.6940851,-6.8412,0.042097844,-1.9346117,2.8968966,3.9088202,3.056524,-7.2890744,1.3017358,-1.1559666,-0.35622406,-4.4332213,-3.0077431,-2.400654,1.5913857,3.1810086,1.860688,-7.088396,1.7917426,0.55903465,-1.6633995,0.29288888,0.15414833,1.8960792,0.96224225,-2.919439,0.013680356,-1.4846704,6.4651427,-1.5194054,-2.2604415,-1.1691442,0.56829554,-4.404042,-2.3589547,0.45087478,2.6253777,-2.0727286,2.1139193,-2.08853,0.31242013,0.54563636,2.9779246,1.4114789,0.4974749
12622,-7.5314765,1.5916333,-2.7255569,-0.43832487,-0.65821064,1.7449448,-4.2203984,-1.1814876,-0.58565485,-5.873715,-1.0143422,3.4148185,0.09580031,-2.804303,2.6175094,-0.7016314,3.2080288,-4.016976,4.614173,-1.9628327,-4.3809304,3.3556068,-3.44552,-1.6459379,-2.147803,0.5046608,-4.174396,1.0209795,1.2793121,2.4222372,2.3693142,-1.203898,0.26146212,2.784148,4.634391,5.191257,0.5076328,-1.588873,3.1308372,1.5371248,0.5024289,-1.8143954,-0.14122573,3.2406313,2.8879142,-3.3858573,3.9115303,0.563662,0.1603914,0.63386655
12611,-2.9992385,-4.3806357,3.0829065,2.2198064,9.657368,0.22947241,-3.7022445,-2.1515963,-8.165762,3.2308798,4.1609716,0.14097965,7.339321,-5.009685,-1.5310885,2.4952054,-0.69313216,1.1451362,-3.0262082,0.65117896,1.4350343,-2.9983292,-0.25880364,0.64351416,1.057679,1.5820934,-1.553962,2.695246,-0.044190105,-0.8004913,-0.8849163,-0.13131395,-0.42842573,0.8913438,1.8454258,-3.1107178,-1.1635267,-3.0510435,-0.28846994,1.0448501,0.8196693,1.8578949,2.5451887,-0.2954827,-1.7255089,0.54307204,-1.680318,1.6277859,-0.18677306,1.8899817
12105,-5.844767,-2.2120738,4.1740746,-1.9079297,3.6337323,3.295307,-7.8252344,3.171512,-4.680031,-0.8489499,-1.3786798,2.8561316,1.7084104,-2.8762624,0.008136326,8.566265,-3.8058813,-4.2911897,4.9053493,-1.2449629,-3.447946,-0.30550143,5.1533422,-0.9787596,2.2195494,7.2797823,-2.9769146,0.40102348,2.9181163,2.604497,-2.8231096,0.5742854,-0.9830301,3.3166265,0.79742116,1.1228346,-1.5839812,-2.0928085,-0.122723676,0.95327795,-3.618624,1.7052232,1.5248163,-0.28947,-1.5486252,-0.550318,0.8846784,-2.6260347,-0.6685836,-1.7387583
12925,-13.933999,18.781055,1.4527662,-1.710893,3.0948627,-0.10900753,0.64512503,-1.0203459,7.5849648,-4.8756013,-2.5792,-0.05485724,-4.458917,-4.1750054,-0.19597226,-1.8433603,1.6287141,-0.28050715,-2.5048728,-0.75981724,0.603945,-1.108748,0.7340162,-2.1414917,-1.4844275,-0.3172228,-0.2961756,-1.3755655,-1.8219947,-1.1015992,-0.09306341,-0.7094368,-2.0650475,-0.9034799,4.113035,2.20976,-1.8137182,1.2075138,-3.0453868,0.26706383,-3.200262,-0.62814784,2.0551205,-0.583193,-3.1085923,-0.82439226,0.5452227,-1.4405211,-2.1379967,1.6978801
12408,-7.0098667,1.602061,-4.703509,-1.9978056,-2.5741234,-2.3741693,-2.145858,-1.0729295,3.9670436,4.8333254,1.4723973,0.082483575,4.8951163,4.029774,3.299448,3.782449,3.5567706,-7.115787,4.507614,0.34858325,2.3301964,-2.1045806,-2.5134172,3.0123894,4.126047,2.5124846,-5.2455826,0.028419148,3.5901823,0.2817686,-3.4314928,-0.75811994,-2.454781,0.4673008,3.6962485,0.9730039,-1.3732667,-3.4457629,3.6300795,1.6975434,0.90688616,0.7311153,0.043366954,3.389825,0.055203125,1.4060991,-1.0679752,-1.9526172,-0.7508527,-0.7260623
8338,-4.531781,-4.679871,5.561646,-4.4204164,3.3482687,1.1428224,7.817074,-1.7783043,2.6356251,1.3222004,0.81637764,-3.0531385,1.8381243,-5.1586595,-0.30079252,-2.3452876,1.0593339,-1.9511999,3.9168327,-0.4986981,-4.697782,4.605913,-0.053678785,4.0109477,1.7301834,-0.5415058,-1.8368196,1.3188248,-3.8667946,0.026609369,0.34974793,1.2420397,-1.6856611,2.1857598,-2.137516,0.5303887,-1.5154432,1.381105,-2.5738294,-0.8971904,2.9445148,2.4353824,1.1334014,-1.8131694,0.5723714,1.3912376,-0.8064681,-0.0088924,0.01405253,2.9669785
9262,-4.032079,-0.07553044,0.055143327,-0.175428,-0.3177298,8.314007,3.2657971,4.1388593,6.333914,2.638985,5.3406434,-3.017759,2.0328517,-6.3734493,2.923871,1.2619743,0.23771758,2.890355,2.600667,2.183164,-0.39689556,0.33318424,-0.5838393,3.6684248,3.2235112,-3.9456244,-0.6031967,-0.51005876,2.4454947,-1.0778728,1.3490957,1.2827766,3.5563202,1.3144548,-3.8720508,1.0214796,0.5683458,-0.60183406,-2.005518,-1.3615212,-4.1362,-0.7110307,-0.28055823,5.722344,0.81747156,0.25038555,3.8998299,0.18711336,-0.027623087,-0.675233
